Description,Price (Rs.),Rating,Review,URL
"Samsung 336 L 2 Star Inverter Frost-Free Double Door Refrigerator (RT37T4632DX/HL, Luxe Brown, Convertible)","43,900",3.2 out of 5 stars,7,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg4_1?ie=UTF8&adId=A0157154218W87EWBBIZ3&url=%2FSamsung-Frost-Free-Refrigerator-RT37T4632DX-Convertible%2Fdp%2FB0846D15KF%2Fref%3Dsr_1_50_sspa%3Fdchild%3D1%26keywords%3Drefrigerator%26qid%3D1613575475%26sr%3D8-50-spons%26psc%3D1&qualifier=1613575475&id=8109834067073296&widgetName=sp_atf_next
"LG 235 L 4 Star Inverter Direct-Cool Single Door Refrigerator (GL-D241AESY, Ebony Sheen)","20,190",3.6 out of 5 stars,6,https://www.amazon.in/LG-Inverter-Direct-Cool-Refrigerator-GL-D241AESY/dp/B084S8K87K/ref=sr_1_51?dchild=1&keywords=refrigerator&qid=1613575475&sr=8-51
"Haier 320 L 2 Star Inverter Frost-Free Double Door Refrigerator (HRB-3404BMS-E, Moon Silver,Bottom Freezer)","27,199",4.2 out of 5 stars,"1,266",https://www.amazon.in/Haier-Inverter-Frost-Free-Refrigerator-HRB-3404BMS/dp/B08448N4X3/ref=sr_1_52?dchild=1&keywords=refrigerator&qid=1613575475&sr=8-52
"Godrej 290 L 3 Star Inverter Frost-Free Double Door Refrigerator (RF EON 290C 35 RCIF JT ST, Jet Steel)","25,490",3.5 out of 5 stars,2,https://www.amazon.in/Godrej-Refrigerator-EON-290C-RCIF/dp/B08LFJ1ZJZ/ref=sr_1_53?dchild=1&keywords=refrigerator&qid=1613575475&sr=8-53
"Haier 190 L 2 Star Direct-Cool Single Door Refrigerator (HRD-1902CRS-E, Red Serenity)","12,240",4.0 out of 5 stars,95,https://www.amazon.in/Haier-Direct-Cool-Refrigerator-HRD-1902CRS-Serenity/dp/B084499TDY/ref=sr_1_54?dchild=1&keywords=refrigerator&qid=1613575475&sr=8-54
"Whirlpool 300 L Frost Free Multi-Door Refrigerator(FP 313D Protton Roy, Alpha Steel)","30,490",3.9 out of 5 stars,496,https://www.amazon.in/Whirlpool-Refrigerator-313D-Protton-Roy/dp/B078YJ5SW8/ref=sr_1_55?dchild=1&keywords=refrigerator&qid=1613575475&sr=8-55
"Whirlpool 190 L 4 Star Inverter Direct-Cool Single Door Refrigerator (WDE 205 ROY 4S INV, Wine Radiance, Inverter Compressor) with Base-Drawer","14,990",4.1 out of 5 stars,301,https://www.amazon.in/Whirlpool-WDE-205-ROY-INV/dp/B083KRNF9T/ref=sr_1_56?dchild=1&keywords=refrigerator&qid=1613575475&sr=8-56
"Godrej 190 L 3 Star Inverter Direct-Cool Single Door Refrigerator (RD 1903 EWHI 33 STL BL, Steel Blue, Inverter Compressor)","12,490",4.1 out of 5 stars,355,https://www.amazon.in/Godrej-Refrigerator-1903-EWHI-STL/dp/B08GQR27GT/ref=sr_1_57?dchild=1&keywords=refrigerator&qid=1613575475&sr=8-57
"Whirlpool 265 L 3 Star Inverter Frost-Free Double Door Refrigerator (INTELLIFRESH INV CNV 278 3S, German Steel, Convertible)","25,490",4.1 out of 5 stars,841,https://www.amazon.in/Whirlpool-Refrigerator-INV-CNV-278/dp/B083JN87RJ/ref=sr_1_58?dchild=1&keywords=refrigerator&qid=1613575475&sr=8-58
"Haier 220 L 3 Star Direct-Cool Single Door Refrigerator (HRD-2203PRB-E, Red Blossom)","16,790",4.0 out of 5 stars,16,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg4_1?ie=UTF8&adId=A0418143120FA89D22BF8&url=%2FHaier-Direct-Cool-Refrigerator-HRD-2203PRB-Blossom%2Fdp%2FB0844968V4%2Fref%3Dsr_1_59_sspa%3Fdchild%3D1%26keywords%3Drefrigerator%26qid%3D1613575475%26sr%3D8-59-spons%26psc%3D1&qualifier=1613575475&id=8109834067073296&widgetName=sp_mtf
"Haier 220 L 3 Star Direct-Cool Single Door Refrigerator (HED-22TDS, Dazzle Steel)","14,790",4.1 out of 5 stars,290,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg4_1?ie=UTF8&adId=A0745734KSGZYK3TQ4AO&url=%2FHaier-Direct-Cool-Single-Refrigerator-HED-22TDS%2Fdp%2FB08448Q4ZX%2Fref%3Dsr_1_60_sspa%3Fdchild%3D1%26keywords%3Drefrigerator%26qid%3D1613575475%26sr%3D8-60-spons%26psc%3D1&qualifier=1613575475&id=8109834067073296&widgetName=sp_mtf
"Whirlpool 190 L 2 Star Direct-Cool Single Door Refrigerator (WDE 205 CLS PLUS 2S, Wine Fiesta, Toughened Glass Shelves)","11,990",4.2 out of 5 stars,"1,867",https://www.amazon.in/Whirlpool-WDE-205-CLS-PLUS/dp/B083KSWRFX/ref=sr_1_61?dchild=1&keywords=refrigerator&qid=1613575475&sr=8-61
"Hisense 411 L 2 Star Inverter Frost-Free Double Door Refrigerator (RT488N4ASB2, Stainless steel)","31,490",4.0 out of 5 stars,13,https://www.amazon.in/Hisense-Frost-Free-Refrigerator-RT488N4ASB2-Stainless/dp/B088XJMD7T/ref=sr_1_62?dchild=1&keywords=refrigerator&qid=1613575475&sr=8-62
"Whirlpool 190 L 3 Star Direct-Cool Single Door Refrigerator (WDE 205 ROY 3S, Sapphire Fiesta) Toughened Glass Shelves with Base Drawer","13,490",4.0 out of 5 stars,87,https://www.amazon.in/Whirlpool-C20efrigerator-WDE-205-ROY/dp/B083KSC4R8/ref=sr_1_63?dchild=1&keywords=refrigerator&qid=1613575475&sr=8-63
"Whirlpool 215 L 4 Star Inverter Direct-Cool Single Door Refrigerator (230 IMPRO ROY 4S INV SAPPHIRE FLUME, Sapphire Flume)","17,990",4.0 out of 5 stars,31,https://www.amazon.in/Whirlpool-230-IMPRO-SAPPHIRE-FLUME/dp/B086H1WYN7/ref=sr_1_64?dchild=1&keywords=refrigerator&qid=1613575475&sr=8-64
"Godrej 231 L 1 Star Frost-Free Double Door Refrigerator (RF EON 245A 15 HF SI ST, Silver Strokes)","17,990",4.4 out of 5 stars,79,https://www.amazon.in/Godrej-Frost-Free-Refrigerator-EON-245A/dp/B0893358HH/ref=sr_1_65?dchild=1&keywords=refrigerator&qid=1613575475&sr=8-65
"Samsung 324 L 2 Star Inverter Frost Free Double Door Refrigerator(RT34M5538S8/HL, Elegant Inox, Convertible)","29,990",4.1 out of 5 stars,"1,336",https://www.amazon.in/Samsung-Refrigerator-RT34M5538S8-HL-Convertible/dp/B078WDXF6N/ref=sr_1_66?dchild=1&keywords=refrigerator&qid=1613575475&sr=8-66
"Whirlpool 292 L 3 Star Inverter Frost-Free Double Door Refrigerator (INTELLIFRESH INV CNV 305 3S, German Steel, Convertible)","27,990",4.1 out of 5 stars,538,https://www.amazon.in/Whirlpool-Refrigerator-INV-CNV-305/dp/B083JPCL8Z/ref=sr_1_67?dchild=1&keywords=refrigerator&qid=1613575475&sr=8-67
"Samsung 192 L 2 Star Direct Cool Single Door Refrigerator (RR19T282BR8/NL, Blooming Saffron Red, Base Stand With Drawer)","13,882",4.1 out of 5 stars,102,https://www.amazon.in/Samsung-Refrigerator-RR19T282BR8-NL-Blooming/dp/B08345Q834/ref=sr_1_68?dchild=1&keywords=refrigerator&qid=1613575475&sr=8-68
"Samsung 265 L 3 Star Inverter Frost-Free Double Door Refrigerator (RT30T3A23UT/HL, Pebble Blue, Convertible)","29,900",3.7 out of 5 stars,5,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg4_1?ie=UTF8&adId=A015767818N082U4NMZME&url=%2FSamsung-Frost-Free-Refrigerator-RT30T3A23UT-Convertible%2Fdp%2FB0846CVMFG%2Fref%3Dsr_1_69_sspa%3Fdchild%3D1%26keywords%3Drefrigerator%26qid%3D1613575475%26sr%3D8-69-spons%26psc%3D1&qualifier=1613575475&id=8109834067073296&widgetName=sp_btf
"Samsung 386 L 2 Star Inverter Frost-Free Double Door Refrigerator (RT39T5C38S9/TL, Refined Inox)","44,900",,,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg4_1?ie=UTF8&adId=A015684236ZI00I33JTKF&url=%2FSamsung-Frost-Free-Refrigerator-RT39T5C38S9-TL%2Fdp%2FB08H67JBJ2%2Fref%3Dsr_1_70_sspa%3Fdchild%3D1%26keywords%3Drefrigerator%26qid%3D1613575475%26sr%3D8-70-spons%26psc%3D1&qualifier=1613575475&id=8109834067073296&widgetName=sp_btf
"Samsung 407 L 2 Star Inverter Frost-Free Double Door Refrigerator (RT42T5C38S9/TL, Refined Inox)","49,490",,,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg5_1?ie=UTF8&adId=A015656237G74HNCLKFYI&url=%2FSamsung-Frost-Free-Refrigerator-RT42T5C38S9-TL%2Fdp%2FB08H66SDX5%2Fref%3Dsr_1_65_sspa%3Fdchild%3D1%26keywords%3Drefrigerator%26qid%3D1613575480%26sr%3D8-65-spons%26psc%3D1&qualifier=1613575480&id=8637191572368338&widgetName=sp_atf_next
"Samsung 244 L 2 Star Inverter Frost-Free Double Door Refrigerator (RT28T3522RU/HL, Luxe Purple)","25,899",4.0 out of 5 stars,7,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg5_1?ie=UTF8&adId=A015789017T97T1P0NQNK&url=%2FSamsung-Frost-Free-Refrigerator-RT28T3522RU-HL%2Fdp%2FB0846CSX5Y%2Fref%3Dsr_1_66_sspa%3Fdchild%3D1%26keywords%3Drefrigerator%26qid%3D1613575480%26sr%3D8-66-spons%26psc%3D1&qualifier=1613575480&id=8637191572368338&widgetName=sp_atf_next
"Whirlpool 200 L 3 Star Direct Cool Single Door Refrigerator (215 IMPC ROY 3S, Wine Abbys)","13,990",4.1 out of 5 stars,6,https://www.amazon.in/Whirlpool-Direct-Single-Refrigerator-Abbys/dp/B08DZM9DGY/ref=sr_1_67?dchild=1&keywords=refrigerator&qid=1613575480&sr=8-67
"Godrej 236 L 2 Star Inverter Frost-Free Double Door Refrigerator (RF EON 236B 25 HI SI ST, Stainless Steel)","18,990",3.7 out of 5 stars,232,https://www.amazon.in/Godrej-Frost-Free-Refrigerator-EON-236B/dp/B083SQFT52/ref=sr_1_68?dchild=1&keywords=refrigerator&qid=1613575480&sr=8-68
"Samsung 192 L 2 Star Direct-Cool Single Door Refrigerator (RR19T2Z2BR2/NL, Star Flower Red)","15,403",,,https://www.amazon.in/Samsung-Direct-Cool-Refrigerator-RR19T2Z2BR2-NL/dp/B0845BGWQY/ref=sr_1_69?dchild=1&keywords=refrigerator&qid=1613575480&sr=8-69
"Samsung 230 L 3 Star Inverter Direct Cool Single Door Refrigerator(RR24T285YCR/NL, Camellia Purple, Base Stand with Drawer)","17,590",4.0 out of 5 stars,147,https://www.amazon.in/Samsung-Inverter-Refrigerator-RR24T285YCR-NL/dp/B08346C9R3/ref=sr_1_70?dchild=1&keywords=refrigerator&qid=1613575480&sr=8-70
"Whirlpool 200 L 4 Star Inverter Direct-Cool Single Door Refrigerator (215 IMPRO PRM 4S INV SAPPHIRE HIBISCUS, Sapphire Hibiscus)","15,400",3.9 out of 5 stars,101,https://www.amazon.in/Whirlpool-215-IMPRO-SAPPHIRE-HIBISCUS/dp/B0851VSBF7/ref=sr_1_71?dchild=1&keywords=refrigerator&qid=1613575480&sr=8-71
"LG 190 L 4 Star Direct Cool Single Door Refrigerator(GL-B201APZY, Shiny Steel, Inverter Compressor)","14,290",4.4 out of 5 stars,127,https://www.amazon.in/LG-Refrigerator-GL-B201APZY-Inverter-Compressor/dp/B079QZ1BJR/ref=sr_1_72?dchild=1&keywords=refrigerator&qid=1613575480&sr=8-72
"Whirlpool 200 L 4 Star Inverter Direct-Cool Single Door Refrigerator (215 ICEMAGIC PWCL ROY 4S INV, Sapphire Radiance) with Base Drawer","16,740",4.1 out of 5 stars,82,https://www.amazon.in/Whirlpool-Refrigerator-215-ROY-INV/dp/B0842QQXJQ/ref=sr_1_73?dchild=1&keywords=refrigerator&qid=1613575480&sr=8-73
"Whirlpool 190 L 2 Star Direct-Cool Single Door Refrigerator (WDE 205 CLS PLUS 2S, Twilight Fiesta, Toughened Glass Shelves)","11,990",4.1 out of 5 stars,481,https://www.amazon.in/Whirlpool-WDE-205-CLS-PLUS/dp/B083KRNVZK/ref=sr_1_74?dchild=1&keywords=refrigerator&qid=1613575480&sr=8-74
"Samsung 314 L 2 Star Inverter Frost-Free Double Door Refrigerator (RT34T4632NV/HL, Wave Steel, Convertible)","34,550",2.6 out of 5 stars,2,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg5_1?ie=UTF8&adId=A01572421RWZ9CJB1LR0D&url=%2FSamsung-Frost-Free-Refrigerator-RT34T4632NV-Convertible%2Fdp%2FB0846CVGRQ%2Fref%3Dsr_1_75_sspa%3Fdchild%3D1%26keywords%3Drefrigerator%26qid%3D1613575480%26sr%3D8-75-spons%26psc%3D1&qualifier=1613575480&id=8637191572368338&widgetName=sp_mtf
"Haier 195 L 4 Star Direct-Cool Single Door Refrigerator (HRD-1954CKB-E, Black Blossom)","14,490",3.8 out of 5 stars,41,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg5_1?ie=UTF8&adId=A07534341G5BQALUIMQF6&url=%2FHaier-Direct-Cool-Refrigerator-HRD-1954CKB-Blossom%2Fdp%2FB084HZZZ96%2Fref%3Dsr_1_76_sspa%3Fdchild%3D1%26keywords%3Drefrigerator%26qid%3D1613575480%26sr%3D8-76-spons%26psc%3D1&qualifier=1613575480&id=8637191572368338&widgetName=sp_mtf
"Samsung 345L 3 Star Inverter Frost Free Double Door Refrigerator (RT37T4513S8/HL, Elegant Inox, Convertible)","34,000",3.8 out of 5 stars,277,https://www.amazon.in/Samsung-Refrigerator-RT37T4513S8-HL-Convertible/dp/B08345Q835/ref=sr_1_77?dchild=1&keywords=refrigerator&qid=1613575480&sr=8-77
"Samsung 253L 2 Star Inverter Frost Free Double Door Refrigerator (RT28T3032SE/HL, Elective Silver)","20,490",4.2 out of 5 stars,"1,167",https://www.amazon.in/Samsung-Inverter-Refrigerator-RT28T3032SE-HL/dp/B083461GB1/ref=sr_1_78?dchild=1&keywords=refrigerator&qid=1613575480&sr=8-78
"Whirlpool 215 L 3 Star Inverter Direct-Cool Single Door Refrigerator with Moisture Lock-In Technology (230 ICEMAGIC FRESH ROY 3S INV, Wine Azalea)","15,022",4.1 out of 5 stars,364,https://www.amazon.in/Whirlpool-Refrigerator-230-ROY-INV/dp/B083KQFY5F/ref=sr_1_79?dchild=1&keywords=refrigerator&qid=1613575480&sr=8-79
"Whirlpool 245 L 2 Star Frost-Free Double Door Refrigerator (NEOFRESH 258H ROY 2S, Wine Abyss)","20,490",4.0 out of 5 stars,215,https://www.amazon.in/Whirlpool-Frost-Free-Refrigerator-258H-ROY/dp/B083JNS1N5/ref=sr_1_80?dchild=1&keywords=refrigerator&qid=1613575480&sr=8-80
"Haier 195 L 4 Star Direct-Cool Single Door Refrigerator (HRD-1954CTS-E, Titanium Steel)","14,699",4.2 out of 5 stars,43,https://www.amazon.in/Haier-Direct-Cool-Refrigerator-HRD-1954CTS-Titanium/dp/B085J6Z8XS/ref=sr_1_81?dchild=1&keywords=refrigerator&qid=1613575480&sr=8-81
"Samsung 192 L 3 Star Inverter Direct Cool Single Door Refrigerator (RR20A182YCR/HL, Camellia Purple, Base stand drawer)","14,999",,,https://www.amazon.in/Samsung-Inverter-Refrigerator-RR20A182YCR-HL/dp/B08SW6WT1Z/ref=sr_1_82?dchild=1&keywords=refrigerator&qid=1613575480&sr=8-82
"LG 190 L 4 Star Inverter Direct-Cool Single Door Refrigerator (GL-D201ARGY, Ruby Glow, Base Stand with drawer)","16,990",4.3 out of 5 stars,827,https://www.amazon.in/LG-Inverter-Direct-Cool-Refrigerator-GL-D201ARGY/dp/B07W56VWTS/ref=sr_1_83?dchild=1&keywords=refrigerator&qid=1613575480&sr=8-83
"Godrej 181 L 2 Star Direct-Cool Single Door Refrigerator (RD AXIS 196B 23 WRF ST WN, Steel Wine)","10,990",3.9 out of 5 stars,19,https://www.amazon.in/Godrej-Refrigerator-AXIS-196B-WRF/dp/B08618YZ3W/ref=sr_1_84?dchild=1&keywords=refrigerator&qid=1613575480&sr=8-84
"Samsung 336 L 2 Star Inverter Frost-Free Double Door Refrigerator (RT37T4632SL/HL, Real Stainless, Convertible)","36,490",3.2 out of 5 stars,7,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg5_1?ie=UTF8&adId=A01569981YHT46IF6XHDC&url=%2FSamsung-Frost-Free-Refrigerator-RT37T4632SL-Convertible%2Fdp%2FB0846D15K5%2Fref%3Dsr_1_85_sspa%3Fdchild%3D1%26keywords%3Drefrigerator%26qid%3D1613575480%26sr%3D8-85-spons%26psc%3D1&qualifier=1613575480&id=8637191572368338&widgetName=sp_btf
"Samsung 314 L 2 Star Inverter Frost-Free Double Door Refrigerator (RT34T4632SL/HL, Real Stainless, Convertible)","39,900",3.4 out of 5 stars,2,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg5_1?ie=UTF8&adId=A015708611E2LJCKPSTP7&url=%2FSamsung-Frost-Free-Refrigerator-RT34T4632SL-Convertible%2Fdp%2FB0846CRNPM%2Fref%3Dsr_1_86_sspa%3Fdchild%3D1%26keywords%3Drefrigerator%26qid%3D1613575480%26sr%3D8-86-spons%26psc%3D1&qualifier=1613575480&id=8637191572368338&widgetName=sp_btf
"Hisense 185 L 2 Star Direct-Cool Single Door Refrigerator (R229D4ASB2, Silver)","11,290",4.8 out of 5 stars,7,https://www.amazon.in/Hisense-Direct-Cool-Single-Refrigerator-R229D4ASB2/dp/B088XJMD7W/ref=sr_1_81?dchild=1&keywords=refrigerator&qid=1613575484&sr=8-81
"Samsung 192 L 3 Star Direct-Cool Single Door Refrigerator (RR20R1Y2YS8/HL, Elegant Inox)","14,000",,,https://www.amazon.in/Samsung-Direct-Cool-Refrigerator-RR20R1Y2YS8-HL/dp/B0845FPTW5/ref=sr_1_82?dchild=1&keywords=refrigerator&qid=1613575484&sr=8-82
"LG 215 L 4 Star Inverter Direct Cool Single Door Refrigerator (GL-D221ARGY, Ruby Glow)","17,490",4.3 out of 5 stars,205,https://www.amazon.in/LG-Inverter-Direct-Refrigerator-GL-D221ARGY/dp/B07NDFFLJX/ref=sr_1_83?dchild=1&keywords=refrigerator&qid=1613575484&sr=8-83
"Haier 190 L 2 Star Direct-Cool Single Door Refrigerator (HRD-1902CMS-E, Marine Serenity)","12,240",4.5 out of 5 stars,20,https://www.amazon.in/Haier-Direct-Cool-Refrigerator-HRD-1902CMS-Serenity/dp/B084HZPX4D/ref=sr_1_84?dchild=1&keywords=refrigerator&qid=1613575484&sr=8-84
"(Renewe) Whirlpool 190 Linverter Direct-cool Single Door Refrigerator (Wde 205 Prm 4s Inv, 4 Star Rating, Wine Radiance)","14,878",,,https://www.amazon.in/Whirlpool-Linverter-Direct-cool-Refrigerator-205/dp/B08QW3WNHZ/ref=sr_1_85?dchild=1&keywords=refrigerator&qid=1613575484&sr=8-85
"Samsung 192 L 3 Star Inverter Direct Cool Single Door Refrigerator(RR20T1Z2YU2/HL, Star Flower Blue, Base Stand with Drawer)","14,790",4.1 out of 5 stars,48,https://www.amazon.in/Samsung-Inverter-Refrigerator-RR20T1Z2YU2-HL/dp/B08345Y84S/ref=sr_1_86?dchild=1&keywords=refrigerator&qid=1613575484&sr=8-86
"Samsung 192 L 2 Star Direct Cool Single Door Refrigerator (RR19A241BGS/NL, Gray Silver)","11,990",,,https://www.amazon.in/Samsung-Direct-Refrigerator-RR19A241BGS-NL/dp/B08SC2ZTDP/ref=sr_1_87?dchild=1&keywords=refrigerator&qid=1613575484&sr=8-87
"CROMA 2 Star 2020 Direct Cool Single Door Refrigerator (CRAR0215, Brush-line Silver, 170 L)","10,290",4.1 out of 5 stars,23,https://www.amazon.in/Direct-Single-Refrigerator-CRAR0215-Brushline/dp/B07WLXS9ML/ref=sr_1_88?dchild=1&keywords=refrigerator&qid=1613575484&sr=8-88
"Haier 190 L 2 Star Direct-Cool Single Door Refrigerator (HRD-1902CRS-E, Red Serenity)","12,240",4.0 out of 5 stars,95,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg6_1?ie=UTF8&adId=A0418299XEYWNX2ZNF3U&url=%2FHaier-Direct-Cool-Refrigerator-HRD-1902CRS-Serenity%2Fdp%2FB084499TDY%2Fref%3Dsr_1_89_sspa%3Fdchild%3D1%26keywords%3Drefrigerator%26qid%3D1613575484%26sr%3D8-89-spons%26psc%3D1&qualifier=1613575484&id=4902760483636386&widgetName=sp_mtf
"Refwell Plastic Ranco Frost Fizz Auto Defroster for Single Door Refrigerator, Medium",729,4.0 out of 5 stars,20,https://www.amazon.in/Refwell-Plastic-Defroster-Single-Refrigerator/dp/B08CGN1D85/ref=sr_1_90?dchild=1&keywords=refrigerator&qid=1613575484&sr=8-90
"Whirlpool 240 L Frost-Free Multi-Door Refrigerator (FP 263D PROTTON ROY, Steel Onyx)","25,490",4.3 out of 5 stars,130,https://www.amazon.in/Whirlpool-Refrigerator-263D-PROTTON-ROY/dp/B07V3MHBFQ/ref=sr_1_91?dchild=1&keywords=refrigerator&qid=1613575484&sr=8-91
"Whirlpool 190 L 4 Star Inverter Direct-Cool Single Door Refrigerator (WDE 205 PRM 4S INV, Wine Radiance, Inverter Compressor)","13,990",4.1 out of 5 stars,123,https://www.amazon.in/Whirlpool-WDE-205-PRM-INV/dp/B083KT5776/ref=sr_1_92?dchild=1&keywords=refrigerator&qid=1613575484&sr=8-92
"LG 190 L 4 Star Inverter Direct-Cool Single Door Refrigerator (GL-B201ASCY, Scarlet Charm)","15,495",4.3 out of 5 stars,380,https://www.amazon.in/LG-Inverter-Direct-Cool-Refrigerator-GL-B201ASCY/dp/B084Y7RYPN/ref=sr_1_93?dchild=1&keywords=refrigerator&qid=1613575484&sr=8-93
"Whirlpool 240 L Frost-Free Multi-Door Refrigerator (FP 263D PROTTON ROY, German Steel)","24,990",4.1 out of 5 stars,458,https://www.amazon.in/Whirlpool-Refrigerator-263D-PROTTON-ROY/dp/B07NBZ43PH/ref=sr_1_94?dchild=1&keywords=refrigerator&qid=1613575484&sr=8-94
"Samsung 192 L 2 Star Direct Cool Single Door Refrigerator (RR20A181BR8/HL, SAFFRON RED)","13,590",2.0 out of 5 stars,1,https://www.amazon.in/Samsung-Refrigerator-RR20A181BR8-HL-SAFFRON/dp/B08SWJH8WC/ref=sr_1_95?dchild=1&keywords=refrigerator&qid=1613575484&sr=8-95
"LG 215 L 4 Star Inverter Direct Cool Single Door Refrigerator (GL-D221ABGY, Blue Glow, Base stand with drawer)","18,890",4.3 out of 5 stars,453,https://www.amazon.in/LG-Inverter-Direct-Refrigerator-GL-D221ABGY/dp/B07NDDV67F/ref=sr_1_96?dchild=1&keywords=refrigerator&qid=1613575484&sr=8-96
"Samsung 192 L 1 Star Direct Cool Single Door Refrigerator (RR19T21CARH/NL, Scarlet Red)","11,390",3.8 out of 5 stars,285,https://www.amazon.in/Samsung-Refrigerator-RR19T21CARH-NL-Scarlet/dp/B08353XSCB/ref=sr_1_97?dchild=1&keywords=refrigerator&qid=1613575484&sr=8-97
"Samsung 198 L 5 Star Inverter Direct-Cool Single Door Refrigerator (RR21T2G2WCR/HL, Camellia Purple)","16,790",4.0 out of 5 stars,1,https://www.amazon.in/Samsung-Direct-Cool-Refrigerator-RR21T2G2WCR-HL/dp/B084ZX7XS4/ref=sr_1_97?dchild=1&keywords=refrigerator&qid=1613575487&sr=8-97
"Panasonic 307 L 3 Star 6-Stage Inverter Frost-Free Double Door Refrigerator (NR-MBG31VSS3, Shining Silver, Jumbo Vegetable Basket)","28,490",4.5 out of 5 stars,36,https://www.amazon.in/Panasonic-Frost-Free-Refrigerator-NR-MBG31VSS3-Vegetable/dp/B089MF7NR8/ref=sr_1_98?dchild=1&keywords=refrigerator&qid=1613575487&sr=8-98
"Haier 220 L 3 Star Direct-Cool Single Door Refrigerator (HED-22TDS, Dazzle Steel)","14,790",4.1 out of 5 stars,290,https://www.amazon.in/Haier-Direct-Cool-Single-Refrigerator-HED-22TDS/dp/B08448Q4ZX/ref=sr_1_99?dchild=1&keywords=refrigerator&qid=1613575487&sr=8-99
"Lifelong 50 L Direct Cool Single Door Refrigerator (LLMB50, Silver)","7,290",3.9 out of 5 stars,31,https://www.amazon.in/Lifelong-Direct-Single-Refrigerator-LLMB50/dp/B0897TVV4H/ref=sr_1_100?dchild=1&keywords=refrigerator&qid=1613575487&sr=8-100
"Whirlpool 245 L 2 Star Frost-Free Double Door Refrigerator (NEOFRESH 258LH CLS PLUS 2S, German Steel)","19,990",4.1 out of 5 stars,684,https://www.amazon.in/Whirlpool-Refrigerator-258LH-CLS-PLUS/dp/B083JPFHNP/ref=sr_1_101?dchild=1&keywords=refrigerator&qid=1613575487&sr=8-101
AV Freezer Door for Godrej Edge Pro 190 L Refrigerator (Clear),660,4.2 out of 5 stars,5,https://www.amazon.in/AV-Freezer-Godrej-Refrigerator-Clear/dp/B089RPXDTR/ref=sr_1_102?dchild=1&keywords=refrigerator&qid=1613575487&sr=8-102
"Haier 195 L 4 Star Direct-Cool Single Door Refrigerator (HRD-1954PKB-E, Black Blossom)","15,590",4.2 out of 5 stars,57,https://www.amazon.in/Haier-Direct-Cool-Refrigerator-HRD-1954PKB-Blossom/dp/B084HZLDPP/ref=sr_1_103?dchild=1&keywords=refrigerator&qid=1613575487&sr=8-103
"Panasonic 584 L Inverter Frost-Free Side by Side Refrigerator (NR-BS60VKX1, Dark Grey, Stainless Steel Finish)","58,990",3.8 out of 5 stars,15,https://www.amazon.in/Panasonic-Frost-Free-Refrigerator-NR-BS60VKX1-Stainless/dp/B08HHMMRMR/ref=sr_1_104?dchild=1&keywords=refrigerator&qid=1613575487&sr=8-104
"LG 235 L 4 Star Inverter Direct Cool Single Door Refrigerator (GL-D241APGY, Purple Glow, base stand with drawer )","20,990",4.3 out of 5 stars,268,https://www.amazon.in/LG-Inverter-Direct-Refrigerator-GL-D241APGY/dp/B07NDGT31G/ref=sr_1_105?dchild=1&keywords=refrigerator&qid=1613575487&sr=8-105
"Haier 310 L 2 Star Frost-Free Double Door Refrigerator (HRF-3304BKS-E, Black Brushline)","24,890",4.0 out of 5 stars,61,https://www.amazon.in/Haier-Frost-Free-Refrigerator-HRF-3304BKS-Brushline/dp/B08448W3R1/ref=sr_1_106?dchild=1&keywords=refrigerator&qid=1613575487&sr=8-106
"LG 190 L 4 Star Inverter Direct-Cool Single Door Refrigerator (GL-B201ABPY, Blue Plumeria)","15,990",4.3 out of 5 stars,729,https://www.amazon.in/LG-Inverter-Direct-Cool-Refrigerator-GL-B201ABPY/dp/B07W7B94HK/ref=sr_1_107?dchild=1&keywords=refrigerator&qid=1613575487&sr=8-107
"LG 260 L 3 Star Inverter Linear Frost Free Double Door Refrigerator (GL-T292RSPN, Scarlet Plumeria, Convertible)","27,999",3.8 out of 5 stars,144,https://www.amazon.in/LG-Refrigerator-GL-T292RSPN-ASPZEBN-Plumeria-Compressor/dp/B07BFPP8TY/ref=sr_1_108?dchild=1&keywords=refrigerator&qid=1613575487&sr=8-108
